; Bank 0 - World Map Tiles
; obj_domain, min_value, max_value, bmp_width, bmp_height, generator type, end type, is_4bytes, obj_descript | enemy_handle_x enemy_handle_y, enemy_handle_x2, <obj_design[]>
0, 0x00, 0x00, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, White Mario Finished Stage, <$00>
7, 0x08, 0x08, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x09, 0x09, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x0A, 0x0A, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x0B, 0x0B, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x0C, 0x0C, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x0D, 0x0D, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x0E, 0x0E, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x0F, 0x0F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x10, 0x1F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x20, 0x2F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x30, 0x3F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x40, 0x4F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x50, 0x5F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x60, 0x6F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x70, 0x7F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x80, 0x8F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x90, 0x9F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0xA0, 0xAF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0xB0, 0xBF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0xC0, 0xCF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0xD0, 0xDF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0xE0, 0xEF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0xF0, 0xFF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>

; Bank 10 - Airship Object Set
0, 0x00, 0x00, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Right Screw Head, <$83>
0, 0x01, 0x01, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, 2-Way Bullet Shooter, <$A6>
0, 0x02, 0x02, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Rocket Engine, <$A7>
0, 0x03, 0x03, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Wooden ship beam terminus A, <$F6>
0, 0x04, 0x04, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Anchor, <$C8>
0, 0x05, 0x05, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Top Screw Head, <$84>
0, 0x06, 0x06, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Bullet Shooter - Up/Left, <$24>
0, 0x07, 0x07, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Bullet Shooter - Up/Right, <$25>
0, 0x08, 0x08, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Bullet Shooter - Down/Left, <$26>
0, 0x09, 0x09, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Bullet Shooter - Down/Right, <$27>
0, 0x0A, 0x0A, 2, 3, SINGLE_BLOCK      , UNIFORM         , 3byte, 4-Way Bullet Shooter A, <$9A, $9B, $92, $93, $94, $95>
0, 0x0B, 0x0B, 2, 3, SINGLE_BLOCK      , UNIFORM         , 3byte, 4-Way Bullet Shooter B, <$9A, $9B, $96, $97, $98, $99>
0, 0x0C, 0x0C, 2, 2, SINGLE_BLOCK      , UNIFORM         , 3byte, Metal Plated Bullet Shooter A, <$A8, $AA, $A9, $AB>
0, 0x0D, 0x0D, 2, 2, SINGLE_BLOCK      , UNIFORM         , 3byte, Metal Plated Bullet Shooter B, <$AC, $BE, $BD, $BF>
0, 0x0E, 0x0E, 2, 2, SINGLE_BLOCK      , UNIFORM         , 3byte, Wooden Background Box, <$4F, $51, $52, $54>
0, 0x0F, 0x0F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Black boss room background, <$07>
0, 0x10, 0x1F, 3, 1, HORIZONTAL        , TWO_ENDS        , 3byte, Wooden Ship Beam, <$E2, $E4, $E5>
0, 0x20, 0x2F, 3, 2, HORIZONTAL        , TWO_ENDS        , 4byte, Wooden Ship Beam, <$E2, $E4, $E5, $00, $00, $00>
0, 0x30, 0x3F, 3, 2, HORIZONTAL        , TWO_ENDS        , 4byte, Wooden Ship Beam with 2 strips of wood, <$F9, $FA, $FB, $00, $00, $00>
0, 0x40, 0x4F, 1, 3, VERTICAL          , TWO_ENDS        , 3byte, Wooden Ship Pillar, <$E6, $E8, $E9>
0, 0x50, 0x5F, 1, 3, HORIZONTAL        , UNIFORM         , 3byte, Row of Wooden Ship Pillars, <$E6, $E8, $E9>
0, 0x60, 0x6F, 2, 3, VERTICAL          , TWO_ENDS        , 3byte, Thick Wooden Ship Beam, <$EA, $EB, $EC, $ED, $F4, $F5>
0, 0x70, 0x7F, 2, 1, HORIZONTAL        , TOP_OR_LEFT     , 3byte, Corkscrew - Left terminus, <$9D, $81>
0, 0x80, 0x8F, 2, 1, HORIZONTAL        , BOTTOM_OR_RIGHT , 3byte, Corkscrew - Right terminus, <$81, $9D>
0, 0x90, 0x9F, 1, 2, VERTICAL          , BOTTOM_OR_RIGHT , 3byte, Corkscrew - Lower terminus, <$82, $9C>
0, 0xA0, 0xAF, 1, 2, VERTICAL          , TOP_OR_LEFT     , 3byte, Corkscrew - Upper terminus, <$9C, $82>
0, 0xB0, 0xBF, 1, 1, HORIZONTAL        , UNIFORM         , 3byte, Metal platform, <$9E>
0, 0xC0, 0xCF, 1, 1, VERTICAL          , UNIFORM         , 3byte, 1 Metal Bar A, <$87>
0, 0xD0, 0xDF, 1, 1, VERTICAL          , UNIFORM         , 3byte, 1 Metal Bar B, <$8A>
0, 0xE0, 0xEF, 2, 3, VERTICAL          , TWO_ENDS        , 3byte, Thick VERTICAL          Background Pillar, <$57, $00, $59, $00, $59, $00>
0, 0xF0, 0xFF, 1, 3, VERTICAL          , TWO_ENDS        , 3byte, 1 Background Pillar, <$5A, $5B, $5B>
; obj_domain, min_value, max_value, bmp_width, bmp_height, generator type, end type, is_4bytes, obj_descript | enemy_handle_x enemy_handle_y, enemy_handle_x2, <obj_design[]>
1, 0x00, 0x00, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, '?' with flower, <$60>
1, 0x01, 0x01, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, '?' with leaf, <$61>
1, 0x02, 0x02, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, '?' with star, <$62>
1, 0x03, 0x03, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, '?' with continuous star, <$63>
1, 0x04, 0x04, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, '?' with single coin, <$64>
1, 0x05, 0x05, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Muncher, <$66>
1, 0x06, 0x06, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Brick with Flower, <$67>
1, 0x07, 0x07, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Brick with Leaf, <$68>
1, 0x08, 0x08, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Brick with Star, <$69>
1, 0x09, 0x09, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Brick with Continuous Star, <$6A>
1, 0x0A, 0x0A, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Brick with Multi-Coin, <$6B>
1, 0x0B, 0x0B, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Brick with 1-up, <$6C>
1, 0x0C, 0x0C, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Brick with Vine, <$6D>
1, 0x0D, 0x0D, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Brick with P-Switch, <$5F>
1, 0x0E, 0x0E, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Invisible Coin, <$5F>
1, 0x0F, 0x0F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Invisible 1-up, <$5F>
1, 0x10, 0x1F, 1, 1, HORIZONTAL        , UNIFORM         , 3byte, Bricks, <$5F>
1, 0x20, 0x2F, 1, 1, HORIZONTAL        , UNIFORM         , 3byte, '?' blocks with single coins, <$60>
1, 0x30, 0x3F, 1, 1, HORIZONTAL        , UNIFORM         , 3byte, Bricks with single coins, <$60>
1, 0x40, 0x4F, 1, 1, HORIZONTAL        , UNIFORM         , 3byte, Wooden blocks, <$5F>
1, 0x50, 0x5F, 1, 1, HORIZONTAL        , UNIFORM         , 3byte, Colored Note Blocks - movable four directions, <$5F>
1, 0x60, 0x6F, 1, 1, HORIZONTAL        , UNIFORM         , 3byte, Note Blocks - movable two directions, <$5F>
1, 0x70, 0x7F, 1, 1, HORIZONTAL        , UNIFORM         , 3byte, Wooden Blocks - movable, <$5F>
1, 0x80, 0x8F, 1, 1, HORIZONTAL        , UNIFORM         , 3byte, Coins, <$40>
1, 0x90, 0x9F, 2, 2, VERTICAL          , TOP_OR_LEFT     , 3byte, Downward Pipe (CAN go down), <$AD, $AE, $BA, $BB>
1, 0xA0, 0xAF, 2, 2, VERTICAL          , TOP_OR_LEFT     , 3byte, Downward Pipe (CAN'T go down), <$AD, $AE, $BA, $BB>
1, 0xB0, 0xBF, 2, 2, VERTICAL          , TOP_OR_LEFT     , 3byte, Downward Pipe (CAN go down;; ignores pointers), <$AD, $AE, $BA, $BB>
1, 0xC0, 0xCF, 2, 2, VERTICAL          , BOTTOM_OR_RIGHT , 3byte, Upward Pipe (CAN go up), <$BA, $BB, $BA, $BB>
1, 0xD0, 0xDF, 2, 2, VERTICAL          , BOTTOM_OR_RIGHT , 3byte, Upward Pipe (CAN'T go up), <$BA, $BB, $BA, $BB>
1, 0xE0, 0xEF, 2, 2, HORIZONTAL        , TOP_OR_LEFT     , 3byte, Rightward Pipe (CAN go in), <$B7, $B8, $B5, $B9>
1, 0xF0, 0xFF, 2, 2, HORIZONTAL        , TOP_OR_LEFT     , 3byte, Rightward Pipe (CAN'T go in), <$B7, $B8, $B5, $B9>
; obj_domain, min_value, max_value, bmp_width, bmp_height, generator type, end type, is_4bytes, obj_descript | enemy_handle_x enemy_handle_y, enemy_handle_x2, <obj_design[]>
2, 0x00, 0x00, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Invisible Note Block, <$5F>
2, 0x01, 0x01, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Note Block with Flower, <$5F>
2, 0x02, 0x02, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Note Block with Leaf, <$5F>
2, 0x03, 0x03, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Note Block with Star, <$5F>
2, 0x04, 0x04, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Wooden Block with Flower, <$5F>
2, 0x05, 0x05, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Wooden Block with Leaf, <$5F>
2, 0x06, 0x06, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Wooden Block with Star, <$5F>
2, 0x07, 0x07, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Red Invisible Note Block, <$5F>
2, 0x08, 0x08, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, P-Switch, <$5F>
2, 0x09, 0x09, 2, 1, ENDING            , UNIFORM         , 3byte, Level Ending, <$6B, $6C>
2, 0x0A, 0x0A, 2, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Wooden ship beam terminus B, <$F7, $F8>
2, 0x0B, 0x0B, 2, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Background wooden ship beam terminus, <$80, $FB>
2, 0x0C, 0x0C, 6, 4, SINGLE_BLOCK      , UNIFORM         , 3byte, Tank A, <$00, $00, $00, $C3, $00, $00, $00, $00, $FD, $E4, $E5, $00, $2C, $2D, $E2, $E4, $FE, $00, $00, $FD, $E4, $E3, $E4, $E5>
2, 0x0D, 0x0D, 11, 4, SINGLE_BLOCK      , UNIFORM         , 3byte, Tank B, <$00, $00, $00, $00, $00, $C3, $00, $BD, $00, $00, $00, $00, $00, $00, $FD, $E4, $E4, $E3, $E5, $00, $00, $00, $2C, $2D, $2D, $E2, $E3, $E4, $E3, $FE, $00, $00, $00, $00, $FD, $E3, $E4, $E3, $E4, $E3, $E4, $E3, $E4, $FE>
2, 0x0E, 0x0E, 7, 5, SINGLE_BLOCK      , UNIFORM         , 3byte, Corner of Airship - Lasts 32 Blocks, <$F6, $E3, $E4, $E3, $E4, $E3, $E4, $00, $F6, $E3, $E4, $E3, $E4, $E3, $00, $00, $F6, $E4, $E3, $E4, $E3, $00, $00, $00, $F7, $E4, $E3, $E4, $00, $00, $00, $00, $00, $80, $81>
2, 0x0F, 0x0F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Left terminus of wooden tank beam, <$FD>
2, 0x10, 0x1F, 2, 2, HORIZONTAL        , BOTTOM_OR_RIGHT , 3byte, Leftward Pipe (CAN go in), <$B8, $B7, $B9, $B5>
2, 0x20, 0x2F, 2, 2, HORIZONTAL        , BOTTOM_OR_RIGHT , 3byte, Leftward Pipe (CAN'T go in), <$B8, $B7, $B9, $B5>
2, 0x30, 0x3F, 1, 3, VERTICAL          , TOP_OR_LEFT     , 3byte, Bullet Bill Machine, <$71, $72, $73>
2, 0x40, 0x4F, 1, 2, HORIZONTAL        , UNIFORM         , 3byte, Bridge, <$00, $00>
2, 0x50, 0x5F, 1, 1, HORIZONTAL        , UNIFORM         , 3byte, Silver Coins (appear when you hit a P-Switch), <$00>
2, 0x60, 0x6F, 1, 2, HORIZONTAL        , UNIFORM         , 4byte, Waterfall, <$DC, $DE>
2, 0x70, 0x7F, 1, 2, HORIZONTAL        , UNIFORM         , 4byte, Water (moves to left), <$DC, $DE>
2, 0x80, 0x8F, 1, 2, HORIZONTAL        , UNIFORM         , 4byte, Water (still), <$DC, $DE>
2, 0x90, 0x9F, 1, 2, HORIZONTAL        , UNIFORM         , 4byte, Water (moves to right), <$DC, $DE>
2, 0xA0, 0xAF, 1, 2, HORIZONTAL        , UNIFORM         , 4byte, Background used in Bowser's Castle, <$8B, $8C>
2, 0xB0, 0xBF, 1, 1, HORIZONTAL        , UNIFORM         , 4byte, Blue X-Blocks, <$5F>
2, 0xC0, 0xCF, 1, 2, HORIZONTAL        , UNIFORM         , 4byte, Weird Quicksand (doesn't act like it), <$DC, $DE>
2, 0xD0, 0xDF, 1, 1, HORIZONTAL        , UNIFORM         , 4byte, Weird Background, <$94>
2, 0xE0, 0xEF, 1, 1, HORIZONTAL        , UNIFORM         , 3byte, White Turtle Bricks, <$5F>
2, 0xF0, 0xFF, 2, 3, VERTICAL          , TWO_ENDS        , 3byte, Double-Ended VERTICAL          Pipe, <$B3, $B4, $BA, $BB, $BA, $BB>
; obj_domain, min_value, max_value, bmp_width, bmp_height, generator type, end type, is_4bytes, obj_descript | enemy_handle_x enemy_handle_y, enemy_handle_x2, <obj_design[]>
3, 0x00, 0x00, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Rocky Wrench hole, <$C3>
3, 0x01, 0x01, 5, 2, SINGLE_BLOCK      , UNIFORM         , 3byte, Ship Platform A, <$00, $00, $C3, $00, $00, $F6, $E3, $E4, $E3, $E5>
3, 0x02, 0x02, 5, 3, SINGLE_BLOCK      , UNIFORM         , 3byte, Ship Platform B, <$00, $00, $00, $E6, $00, $00, $FD, $E3, $E4, $E5, $F6, $E3, $E3, $E4, $E5>
3, 0x03, 0x03, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
3, 0x04, 0x04, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
3, 0x05, 0x05, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
3, 0x06, 0x06, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
3, 0x07, 0x07, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
3, 0x08, 0x08, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
3, 0x09, 0x09, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
3, 0x0A, 0x0A, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
3, 0x0B, 0x0B, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
3, 0x0C, 0x0C, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
3, 0x0D, 0x0D, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
3, 0x0E, 0x0E, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
3, 0x0F, 0x0F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
3, 0x10, 0x1F, 1, 1, HORIZONTAL        , UNIFORM         , 3byte, Wooden Ship Background Line, <$58>
3, 0x20, 0x2F, 1, 1, HORIZONTAL        , UNIFORM         , 3byte, Railings, <$00>
3, 0x30, 0x3F, 1, 2, HORIZONTAL        , UNIFORM         , 3byte, Ground (like on tank levels), <$35, $34>
3, 0x40, 0x4F, 3, 3, HORIZONTAL        , TWO_ENDS        , 4byte, Metal box platform, <$A3, $A4, $A5, $8D, $86, $8E, $8F, $90, $91>
3, 0x50, 0x5F, 3, 4, HORIZONTAL        , TWO_ENDS        , 3byte, Crate, <$5C, $5D, $5E, $49, $4A, $4B, $49, $4A, $4B, $4C, $4D, $4E>
3, 0x60, 0x6F, 2, 1, HORIZONTAL        , UNIFORM         , 3byte, Portholes, <$C9, $00>
3, 0x70, 0x7F, 4, 1, HORIZONTAL        , TWO_ENDS        , 4byte, Wooden Tank Beam, <$E2, $E3, $E4, $E5>
3, 0x80, 0x8F, 2, 2, HORIZONTAL        , TOP_OR_LEFT     , 3byte, Leftward Giant Bullet Shooter, <$B7, $B8, $B5, $B9>
3, 0x90, 0x9F, 2, 2, HORIZONTAL        , BOTTOM_OR_RIGHT , 3byte, Rightward Giant Bullet Shooter, <$B8, $B7, $B9, $B5>
3, 0xA0, 0xAF, 2, 1, HORIZONTAL        , TOP_OR_LEFT     , 3byte, Leftward Bullet Shooter, <$2C, $2D>
3, 0xB0, 0xBF, 3, 1, HORIZONTAL        , TWO_ENDS        , 3byte, Tank Wheels, <$AC, $A3, $BE>
3, 0xC0, 0xCF, 1, 1, HORIZONTAL        , UNIFORM         , 3byte, Invisible Platform, <$00>
3, 0xD0, 0xDF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_NOTHING, <$00>
3, 0xE0, 0xEF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$00>
3, 0xF0, 0xFF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
; obj_domain, min_value, max_value, bmp_width, bmp_height, generator type, end type, is_4bytes, obj_descript | enemy_handle_x enemy_handle_y, enemy_handle_x2, <obj_design[]>
4, 0x00, 0x00, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x01, 0x01, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x02, 0x02, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x03, 0x03, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x04, 0x04, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x05, 0x05, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x06, 0x06, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x07, 0x07, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x08, 0x08, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x09, 0x09, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x0A, 0x0A, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x0B, 0x0B, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x0C, 0x0C, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x0D, 0x0D, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x0E, 0x0E, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x0F, 0x0F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x10, 0x1F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x20, 0x2F, 6, 4, SINGLE_BLOCK      , UNIFORM         , 3byte, Tank C, <$00, $00, $00, $C3, $00, $00, $00, $00, $FD, $E3, $E5, $00, $2C, $2D, $E2, $E3, $FE, $00, $00, $FD, $E3, $E3, $E4, $E5>
4, 0x30, 0x3F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x40, 0x4F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x50, 0x5F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x60, 0x6F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x70, 0x7F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x80, 0x8F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x90, 0x9F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0xA0, 0xAF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0xB0, 0xBF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0xC0, 0xCF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0xD0, 0xDF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0xE0, 0xEF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0xF0, 0xFF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
; obj_domain, min_value, max_value, bmp_width, bmp_height, generator type, end type, is_4bytes, obj_descript | enemy_handle_x enemy_handle_y, enemy_handle_x2, <obj_design[]>
5, 0x00, 0x00, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x01, 0x01, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x02, 0x02, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x03, 0x03, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x04, 0x04, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x05, 0x05, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x06, 0x06, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x07, 0x07, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x08, 0x08, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x09, 0x09, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x0A, 0x0A, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x0B, 0x0B, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x0C, 0x0C, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x0D, 0x0D, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x0E, 0x0E, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x0F, 0x0F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x10, 0x1F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x20, 0x2F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x30, 0x3F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x40, 0x4F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x50, 0x5F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x60, 0x6F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x70, 0x7F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x80, 0x8F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x90, 0x9F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0xA0, 0xAF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0xB0, 0xBF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0xC0, 0xCF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
